0,134,233
47,156
47,159
48,156
48,159
70,8
70,10
71,4
71,5
71,6
71,7
71,8
71,9
71,10
71,11
72,2
72,3
72,4
72,5
72,6
72,7
72,8
72,9
72,10
72,11
73,2
73,3
73,4
73,5
73,6
73,7
73,8
73,9
73,10
73,11
74,4
74,5
74,6
74,7
84,182
85,181
86,96
86,97
86,98
87,58
87,180
88,180
90,179
91,178
91,179
92,178
92,179
92,180
93,180
93,181
94,180
94,181
106,89
107,89
110,58
111,90
113,2
114,2
114,3
114,4
114,5
114,6
114,92
115,2
115,3
115,4
115,5
115,6
115,7
115,93
116,94
119,98
127,56
127,57
128,56
128,57
128,58
129,59
134,113
134,114
156,14
158,13
159,13
161,12
162,12
164,11
166,27
167,27
167,28
167,29
168,20
168,27
168,28
168,29
169,20
169,27
169,28
169,29
170,18
170,19
170,20
170,27
170,28
171,17
171,18
171,19
171,20
171,21
171,22
171,23
171,25
171,26
172,17
172,18
172,19
172,20
172,21
172,22
172,23
173,18
173,19
173,20
