39,58,65
7,51
7,52
8,48
8,49
8,50
8,51
8,52
8,53
9,47
12,62
13,62
15,42
16,42
17,42
18,42
19,42
20,41
21,41
22,41
22,65
23,41
24,41
25,41
26,41
29,65
34,63
35,62
36,62
37,61
38,60
39,58
39,59
40,56
40,57
40,58
57,17
57,21
57,35
57,36
58,17
58,20
58,21
58,22
58,35
58,36
59,12
59,15
59,16
59,17
59,18
59,19
59,20
59,21
59,22
59,23
59,24
60,11
60,12
60,13
60,14
60,15
60,16
60,17
60,18
60,19
60,20
60,21
60,22
60,23
60,24
60,25
60,26
60,35
60,36
61,12
61,13
61,14
61,15
61,16
61,17
61,23
61,24
61,25
61,26
61,34
62,12
62,13
62,14
62,15
62,16
62,24
62,25
62,26
63,13
63,14
63,25
63,26
63,27
64,13
64,14
64,27
65,14
65,27
65,32
66,27
67,14
67,27
68,27
69,27
70,27
71,15
71,16
71,25
71,26
71,27
71,31
72,15
72,16
72,25
72,26
72,27
72,31
73,15
73,16
73,25
73,26
73,31
74,15
74,16
74,24
74,25
74,26
74,31
75,15
75,16
75,24
75,25
75,26
75,31
75,58
75,69
76,15
76,16
76,17
76,23
76,24
76,58
77,15
77,16
77,17
77,22
77,23
77,58
78,15
78,16
78,17
78,22
78,23
78,58
79,15
79,16
79,17
79,18
79,19
79,20
79,21
79,22
79,23
80,14
80,15
80,16
80,17
80,18
80,19
80,20
80,21
80,22
80,56
80,57
81,14
81,15
81,16
81,19
81,20
83,55
83,146
85,54
86,53
86,144
90,49
95,81
95,133
96,81
97,81
98,81
99,81
100,115
101,80
101,115
101,116
101,117
102,80
102,115
102,116
102,117
102,118
103,80
103,115
103,116
103,117
103,118
104,80
104,115
104,116
104,117
105,80
105,115
105,116
105,117
106,116
106,117
107,114
107,116
107,117
107,118
108,114
108,116
108,117
108,118
109,81
109,118
109,119
109,120
109,121
110,81
110,120
112,82
113,83
113,118
114,71
114,75
114,76
114,77
114,78
114,84
114,120
115,72
115,74
115,75
115,76
115,77
115,78
115,79
115,80
115,86
115,87
115,88
115,89
115,121
116,74
116,80
116,91
117,73
117,74
117,80
117,92
118,73
118,74
118,80
118,92
119,73
119,74
119,81
119,93
120,73
120,74
120,81
120,88
120,91
120,92
120,93
120,94
121,81
121,85
121,93
121,94
121,96
121,97
121,98
122,80
122,84
122,94
122,95
123,82
123,83
123,95
124,96
124,97
125,96
125,97
125,98
126,96
126,97
126,98
126,100
127,98
127,99
127,100
128,98
128,99
128,100
129,99
130,99
131,99
132,99
132,126
133,100
134,100
135,100
136,100
137,100
137,101
137,125
138,100
139,100
140,100
141,100
141,124
142,100
142,103
142,142
143,99
143,100
143,104
144,99
144,105
145,87
145,88
145,89
145,90
145,95
145,96
145,97
145,98
145,106
145,107
146,87
146,88
146,89
146,90
146,93
146,94
146,95
146,96
146,97
146,109
146,119
147,112
147,121
148,33
148,112
149,33
149,112
152,17
152,34
152,59
152,128
153,14
153,59
153,108
153,129
154,129
155,57
155,106
155,130
156,130
157,130
158,105
159,105
160,31
160,105
160,131
161,131
162,32
166,33
168,161
168,162
169,161
169,162
170,130
171,130
171,160
171,163
172,106
172,107
173,160
173,161
173,162
173,182
174,108
174,143
174,164
174,181
175,145
175,165
175,168
176,146
176,166
177,146
178,167
179,167
180,145
180,168
181,169
182,144
