224,173,143
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
97,135
97,140
98,135
98,140
99,134
100,133
101,132
103,131
104,147
105,148
106,149
107,129
107,148
107,149
108,129
108,148
108,149
109,147
109,148
109,149
109,150
110,128
110,145
110,146
110,147
110,148
110,149
110,150
111,128
111,140
111,141
111,142
111,143
111,144
111,145
111,146
111,147
111,148
111,149
111,150
112,128
112,131
112,132
112,133
112,134
112,135
112,136
112,137
112,138
112,139
112,140
112,141
112,142
112,143
112,144
112,145
112,146
112,147
112,148
113,127
113,128
113,129
113,130
113,131
113,132
113,133
113,134
113,135
113,136
113,137
113,138
113,139
113,140
113,141
114,127
114,128
114,129
114,130
114,131
114,132
115,128
115,129
115,130
