r,g,b,240,239,238
0,0,599
1,0,599
2,0,599
3,0,599
4,0,599
5,0,599
6,0,599
7,0,599
8,0,599
9,0,599
10,0,599
11,0,599
12,0,599
13,0,599
14,0,599
15,0,599
16,0,599
17,0,599
18,0,599
19,0,599
20,0,599
21,0,599
22,0,599
23,0,599
24,0,599
25,0,599
26,0,599
27,0,599
28,0,599
29,0,599
30,0,599
31,0,599
32,0,599
33,0,599
34,0,599
35,0,599
36,0,599
37,0,599
38,0,599
39,0,599
40,0,599
41,0,599
42,0,599
43,0,599
44,0,599
45,0,599
46,0,599
47,0,599
48,0,599
49,0,599
50,0,599
51,52,599
52,54,599
53,4,599
54,2,599
55,1,599
56,0,599
57,0,599
58,0,599
59,0,599
60,0,599
61,0,599
62,0,599
63,0,599
64,0,599
65,0,599
66,0,599
67,0,599
68,0,599
69,0,599
70,0,599
71,0,599
72,0,599
73,0,599
74,0,599
75,0,599
76,0,599
77,0,599
78,0,599
79,0,599
80,3,599
81,5,599
82,10,599
83,14,599
84,18,599
85,20,599
86,22,599
87,24,599
88,26,599
89,28,599
90,78,599
91,78,599
92,336,599
93,79,599
94,79,599
95,79,599
96,337,599
97,60,599
98,60,599
99,70,599
100,70,599
101,334,599
102,333,599
103,71,599
104,63,599
105,63,599
106,72,599
107,64,599
108,64,599
109,64,599
110,57,599
111,65,599
112,58,599
113,65,599
114,327,599
115,325,599
116,325,599
117,58,599
118,58,599
119,329,599
120,328,599
121,327,599
122,58,599
123,60,599
124,59,599
125,59,599
126,57,599
127,57,599
128,57,599
129,57,599
130,57,599
131,57,599
132,57,599
133,57,599
134,57,599
135,57,599
136,58,599
137,58,599
138,0,599
139,0,599
140,0,599
141,0,599
142,0,599
143,0,599
144,0,599
145,0,599
146,1,599
147,3,599
148,4,599
149,5,599
150,7,599
151,8,599
152,9,599
153,11,599
154,13,599
155,13,599
156,14,599
157,409,599
158,408,599
159,407,599
160,407,599
161,404,599
162,422,599
163,421,599
164,420,599
165,419,599
166,418,599
167,417,599
168,416,599
169,415,599
170,414,599
171,412,599
172,411,599
173,409,599
174,408,599
175,406,599
176,404,599
177,402,599
178,400,599
179,398,599
180,397,599
181,395,599
182,392,599
183,391,599
184,389,599
185,387,599
186,385,599
187,384,599
188,382,599
189,443,599
190,442,599
191,441,599
192,439,599
193,437,599
194,435,599
195,433,599
196,431,599
197,429,599
198,426,599
199,423,599
200,420,599
201,418,599
202,415,599
203,413,599
204,411,599
205,408,599
206,406,599
207,404,599
208,402,599
209,400,599
210,398,599
211,394,599
212,391,599
213,389,599
214,386,599
215,383,599
216,381,599
217,379,599
218,377,599
219,375,599
220,373,599
221,371,599
222,369,599
223,368,599
224,366,599
225,364,599
226,362,599
227,360,599
228,52,599
229,52,599
230,52,599
231,53,599
232,53,599
233,346,599
234,54,599
235,55,599
236,56,599
237,56,599
238,333,599
239,329,599
240,327,599
241,319,599
242,316,599
243,326,599
244,321,599
245,321,599
246,322,599
247,324,599
248,374,599
249,37,599
250,434,599
251,37,599
252,37,599
253,439,599
254,440,599
255,442,599
256,443,599
257,444,599
258,445,599
259,444,599
260,442,599
261,440,599
262,437,599
263,432,599
264,430,599
265,427,599
266,425,599
267,424,599
268,426,599
269,351,599
270,341,599
271,339,599
272,433,599
273,434,599
274,434,599
275,350,599
276,346,599
277,18,599
278,27,599
279,25,599
280,27,599
281,30,599
282,404,599
283,406,599
284,408,599
285,410,599
286,411,599
287,413,599
288,414,599
289,415,599
290,17,599
291,17,599
292,419,599
293,421,599
294,422,599
295,423,599
296,422,599
297,382,599
298,384,599
299,384,599
300,385,599
301,386,599
302,387,599
303,382,599
304,383,599
305,384,599
306,386,599
307,387,599
308,389,599
309,390,599
310,391,599
311,392,599
312,318,599
313,319,599
314,320,599
315,322,599
316,312,599
317,313,599
318,314,599
319,315,599
320,316,599
321,315,599
322,316,599
323,316,599
324,317,599
325,318,599
326,317,599
327,318,599
328,319,599
329,322,599
330,318,599
331,319,599
332,65,599
333,65,599
334,65,599
335,40,599
336,40,599
337,41,599
338,42,599
339,43,599
340,44,599
341,138,599
342,137,599
343,137,599
344,136,599
345,135,599
346,135,599
347,134,599
348,133,599
349,132,599
350,131,599
351,130,599
352,130,599
353,128,599
354,127,599
355,50,599
356,50,599
357,50,599
358,50,599
359,50,599
360,51,599
361,52,599
362,40,599
363,37,599
364,33,599
365,28,599
366,27,599
367,26,599
368,26,599
369,25,599
370,25,599
371,25,599
372,24,599
373,23,599
374,23,599
375,23,599
376,22,599
377,21,599
378,21,599
379,22,599
380,24,599
381,25,599
382,26,599
383,27,599
384,27,599
385,27,599
386,27,599
387,26,599
388,26,599
389,25,599
390,25,599
391,24,599
392,24,599
393,24,599
394,24,599
395,24,599
396,24,599
397,25,599
398,26,599
