r,g,b,1,176,121
68,72
69,93
70,93
71,71
72,71
73,71
74,71
75,71
76,72
77,72
77,111
78,72
78,73
78,111
79,73
79,74
79,111
80,74
80,111
81,74
81,111
81,133
82,75
82,111
82,132
82,133
82,134
83,75
83,76
83,77
83,89
83,111
83,132
83,133
84,75
84,76
84,77
84,78
84,79
84,86
84,87
84,88
84,111
84,112
84,133
85,76
85,77
85,78
85,79
85,80
85,81
85,82
85,83
85,84
85,85
85,86
85,87
85,88
85,111
85,112
85,113
86,77
86,78
86,79
86,80
86,81
86,82
86,83
86,84
86,85
86,113
86,114
87,114
88,114
89,114
89,115
90,115
90,116
90,117
91,116
91,117
91,118
92,116
92,117
92,118
92,119
92,120
93,119
93,120
93,121
93,122
94,119
94,120
94,121
94,122
94,123
95,119
95,120
95,121
95,122
95,123
96,119
96,120
96,121
96,122
96,123
97,118
97,119
97,120
97,121
97,122
98,119
98,120
98,121
98,122
99,120
99,121
99,122
141,147
141,148
144,38
144,44
144,45
144,46
144,47
144,48
144,49
144,50
144,51
144,52
144,53
144,54
145,37
145,38
145,39
145,40
145,41
145,42
145,43
145,44
145,45
145,46
145,47
145,48
145,49
145,50
145,51
145,52
145,53
145,54
146,38
146,39
146,40
146,41
146,42
146,43
146,44
146,45
146,46
146,47
146,48
146,49
146,50
146,51
146,52
146,53
146,54
147,39
147,40
147,41
147,42
147,43
147,44
147,45
147,46
147,47
147,48
147,49
147,50
147,51
147,52
147,53
147,170
148,40
148,41
148,160
148,170
149,40
149,41
149,160
149,170
150,139
150,170
150,171
151,138
151,139
151,170
151,171
151,172
152,114
152,115
152,120
152,121
152,137
152,138
152,170
152,171
152,172
152,173
153,113
153,137
153,170
153,171
153,172
153,173
154,111
154,137
154,161
154,171
154,172
154,173
154,174
155,110
155,124
155,137
155,161
155,172
155,173
155,174
156,109
156,125
156,137
156,138
156,139
156,140
156,160
156,161
156,173
157,109
157,125
157,137
157,138
157,139
157,140
157,161
158,137
158,138
158,139
158,140
158,141
159,137
159,138
159,139
159,140
159,141
160,138
160,139
160,140
160,141
161,108
161,140
161,141
161,142
162,126
162,127
162,140
162,141
162,142
163,125
163,126
163,127
163,142
163,143
164,110
164,121
164,122
164,123
164,124
164,125
164,126
164,127
165,110
165,111
165,115
165,116
165,117
165,118
165,119
165,120
165,121
165,122
165,123
165,124
165,125
165,126
165,127
166,111
166,112
166,113
166,114
166,115
166,116
166,117
166,122
166,123
166,124
166,125
167,112
167,113
167,114
167,123
168,112
168,113
169,112
169,113
177,163
178,162
178,163
178,164
178,165
179,162
179,163
179,164
179,165
180,162
180,163
180,164
180,165
181,161
181,162
181,163
181,164
181,165
182,161
182,162
182,163
182,164
182,165
183,160
