24,155,222
4,67
48,23
48,30
49,10
49,161
50,11
50,30
51,11
51,121
52,16
52,129
53,14
53,168
54,17
54,160
55,17
55,160
56,17
56,163
57,17
57,160
58,16
58,167
59,16
59,167
60,17
60,161
61,16
61,161
62,16
62,161
63,16
63,161
64,34
64,135
65,32
65,47
66,18
66,161
67,33
67,161
68,25
68,161
69,29
69,161
70,28
70,167
71,27
71,167
72,32
72,167
73,29
73,167
74,33
74,167
75,32
75,137
76,26
76,46
77,33
77,166
78,33
78,166
79,33
79,168
80,32
80,164
81,32
81,164
82,32
82,164
83,32
83,165
84,32
84,167
85,33
85,166
86,33
86,165
87,33
87,215
88,33
88,164
89,33
89,209
90,32
90,213
91,33
91,213
92,33
92,212
93,32
93,212
94,33
94,164
95,34
95,208
96,1
96,177
97,0
97,177
98,0
98,207
99,0
99,206
100,0
100,204
101,0
101,178
102,0
102,227
103,0
103,205
104,0
104,206
105,0
105,232
106,0
106,222
107,0
107,208
108,0
108,211
109,0
109,211
110,0
110,211
111,0
111,211
112,0
112,226
113,0
113,227
114,0
114,227
115,0
115,224
116,0
116,223
117,0
117,222
118,0
118,222
119,0
119,235
120,1
120,238
121,8
121,239
122,0
122,230
123,0
123,229
124,8
124,237
125,2
125,229
126,0
126,233
127,8
127,239
128,8
128,239
129,4
129,239
130,14
130,248
131,1
131,253
132,2
132,239
133,11
133,247
134,3
134,247
135,2
135,246
136,5
136,239
137,114
137,239
138,208
138,245
139,27
139,246
140,28
140,246
141,29
141,246
142,108
142,246
143,213
143,246
144,216
144,247
145,241
145,248
146,240
146,252
147,239
147,249
148,241
148,254
149,241
149,247
150,235
150,258
151,40
151,258
152,234
152,255
153,41
153,270
154,241
154,266
155,240
155,265
156,240
156,266
157,241
157,268
158,241
158,270
159,95
159,270
160,256
160,270
161,249
161,270
162,246
162,271
163,256
163,271
164,251
164,271
165,252
165,271
166,257
166,270
167,257
167,270
168,63
168,270
169,256
169,270
170,254
170,270
171,257
171,270
172,61
172,270
173,257
173,270
174,257
174,271
175,258
175,277
176,280
176,290
177,74
177,284
178,265
178,290
179,274
179,286
180,272
180,285
181,274
181,285
182,274
182,283
183,274
183,283
184,274
185,274
186,274
187,274
188,274
189,274
189,275
190,273
190,278
196,272
197,271
199,78
200,274
202,67
202,71
217,3
228,5
228,79
232,1
232,11
233,7
235,4
237,2
237,3
239,1
239,9
240,0
240,13
241,0
241,14
242,0
242,14
243,0
243,15
244,0
244,15
245,0
245,15
246,0
246,16
247,0
247,15
248,0
248,15
249,0
249,15
250,0
250,15
251,0
251,15
252,0
252,15
253,0
253,15
254,0
254,14
255,0
255,25
256,0
256,23
257,0
257,17
258,0
258,23
259,0
259,23
260,0
260,23
261,0
261,22
262,0
262,22
263,0
263,22
264,0
264,88
265,0
265,23
266,0
266,23
267,0
267,23
268,0
268,23
269,0
269,23
270,0
270,96
271,0
271,285
272,23
272,276
273,287
274,0
274,290
275,0
275,290
276,6
277,6
279,3
279,281
280,2
280,275
281,7
281,285
282,1
282,282
283,1
283,275
284,1
284,278
285,277
286,34
286,279
287,277
287,279
288,1
288,274
289,1
289,282
290,1
290,279
291,1
291,278
292,2
292,280
293,0
293,277
294,272
294,277
295,11
295,278
296,2
296,279
297,2
297,32
298,0
298,28
299,2
299,33
300,0
300,31
301,2
301,279
302,3
302,279
303,2
303,279
304,11
304,279
305,11
305,279
306,11
306,279
307,7
307,279
308,9
308,279
309,9
309,279
310,10
310,279
311,10
311,278
312,5
312,275
313,10
313,274
314,10
314,274
315,10
315,274
316,9
316,275
317,8
317,275
318,8
318,287
319,8
319,285
320,10
320,276
321,8
321,271
322,15
322,288
323,15
323,291
324,8
324,287
325,7
325,293
326,10
326,283
327,10
327,271
328,11
328,271
329,11
329,271
330,10
330,271
331,8
331,271
332,8
332,270
333,10
333,270
334,7
334,270
335,11
335,271
336,81
336,277
337,73
337,264
338,81
338,263
339,81
339,263
340,80
340,259
341,78
341,259
342,75
342,259
343,72
343,263
344,80
344,263
345,78
345,263
346,76
346,263
347,81
347,263
348,73
348,263
349,80
349,257
350,74
350,257
351,74
351,195
352,68
352,222
353,75
353,223
354,74
354,258
355,74
355,219
356,73
356,216
357,68
357,215
358,73
358,215
359,68
359,214
360,67
360,213
361,66
361,191
362,64
362,211
363,68
363,191
364,68
364,191
365,68
365,214
366,64
366,191
367,64
367,188
368,160
368,198
369,160
369,175
370,160
370,175
371,158
371,175
372,63
372,175
373,73
373,175
374,66
374,175
375,66
375,175
376,65
376,175
377,64
377,175
378,64
378,202
379,64
379,175
380,153
380,175
381,168
381,177
382,66
382,175
383,66
383,175
385,65
387,230
387,233
388,197
388,240
389,231
391,243
392,242
392,243
393,166
393,242
394,240
394,247
395,244
395,496
398,247
398,501
